numero,id_tec,link,banca_orgao,materia,assunto,comando,enunciado,gabarito
117,3545739,www.tecconcursos.com.br/questoes/3545739,CEBRASPE (CESPE) - DPF/PF/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca de asilo político, extradição e expulsão, julgue o item a seguir.",A concessão de asilo político constitui princípio que rege as relações internacionais da República Federativa do Brasil.,Certo
118,3545740,www.tecconcursos.com.br/questoes/3545740,CEBRASPE (CESPE) - DPF/PF/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca de asilo político, extradição e expulsão, julgue o item a seguir.","Como princípio constitucional que rege as relações internacionais brasileiras, não será concedida a extradição de estrangeiros por crime político ou de opinião.",Errado
119,3599489,www.tecconcursos.com.br/questoes/3599489,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Julgue o item seguinte, acerca dos princípios fundamentais e das previsões da Constituição Federal de 1988 (CF).","A dignidade da pessoa humana, embora seja um fundamento do Estado democrático de direito brasileiro, não integra o rol das cláusulas pétreas, razão por que pode ser objeto de supressão textual mediante emenda constitucional, desde que respeitado o procedimento qualificado.",Errado
120,3599493,www.tecconcursos.com.br/questoes/3599493,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Julgue o item seguinte, acerca dos princípios fundamentais e das previsões da Constituição Federal de 1988 (CF).","O princípio republicano, embora tradicionalmente caracterizado pela eletividade, temporariedade dos mandatos e responsabilidade dos governantes, opera como estrutura político-organizatória que garante as liberdades fundamentais e assegura o controle do poder, realizando o equilíbrio entre liberdade e ordem na concretização do bem comum através do governo para o povo, diferentemente do paradigma democrático do governo pelo povo.",Certo
121,3599507,www.tecconcursos.com.br/questoes/3599507,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Julgue o item subsequente, no que diz respeito à organização do Estado e ao poder constituinte.","O caráter indissolúvel da Federação brasileira, consagrado no artigo 1.º da CF e reforçado pela condição de cláusula pétrea do princípio federativo, impede não apenas a secessão unilateral de qualquer ente federado, mas também a própria transformação consensual do Estado federal em confederação, ainda que tal modificação conte com a aprovação unânime de todos os entes federativos e seja implementada por meio do procedimento de revisão constitucional.",Certo
122,3606601,www.tecconcursos.com.br/questoes/3606601,CEBRASPE (CESPE) - OFA (TJ PA)/TJ PA/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca dos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item seguinte.","A cidadania, na condição de princípio fundamental, não se caracteriza meramente pelo status jurídico de um indivíduo de ser cidadão e fruir direitos políticos, pois o Estado democrático pressupõe uma concepção de cidadania ativa e responsável, em sintonia com a dignidade da pessoa humana.",Certo
123,2890591,www.tecconcursos.com.br/questoes/2890591,CEBRASPE (CESPE) - Ana MP (MPE GO)/MPE GO/Analista Ambiental/Engenharia Agronômica/2024,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"A respeito dos princípios fundamentais previstos na Constituição Federal de 1988 (CF) e da organização político-administrativa do Estado brasileiro, julgue o item a seguir.","A República Federativa do Brasil tem como um de seus fundamentos o pluralismo político e rege-se, nas suas relações internacionais, pelos princípios da independência nacional e da igualdade entre os Estados.",Certo
124,2933928,www.tecconcursos.com.br/questoes/2933928,CEBRASPE (CESPE) - Ana Adm (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Em relação aos princípios fundamentais, à aplicabilidade das normas constitucionais e aos direitos e às garantias fundamentais, julgue o item seguinte.","A Constituição Federal de 1988 define o Brasil como Estado democrático de direito, por conseguinte a vontade dos administradores públicos é circunscrita aos ditames da lei.",Certo
125,2935110,www.tecconcursos.com.br/questoes/2935110,CEBRASPE (CESPE) - Proc Leg (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Com base no texto constitucional e na jurisprudência do Supremo Tribunal Federal (STF), julgue o item subsequente, relativo ao meio ambiente.","Segundo o STF, a livre iniciativa é um meio para atingir os objetivos fundamentais da República, inclusive a tutela e preservação do meio ambiente para as presentes e futuras gerações.",Certo
126,2980599,www.tecconcursos.com.br/questoes/2980599,CEBRASPE (CESPE) - Cuid (Pref Cach Itapemirim)/Pref Cach Itapemirim/2024,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No que se refere às classificações das constituições, aos princípios fundamentais e à administração pública, julgue o item a seguir.","Nesse sentido, considere que a sigla CF, sempre que empregada, se refere à Constituição Federal de 1988. A erradicação da pobreza e da marginalização e a redução das desigualdades sociais e regionais constituem objetivos fundamentais da República Federativa do Brasil.",Certo
127,3075535,www.tecconcursos.com.br/questoes/3075535,CEBRASPE (CESPE) - Ana Adm (TCE AC)/TCE AC/Direito/2024,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No tocante aos princípios fundamentais da Constituição Federal de 1988, julgue o item a seguir.","São Poderes da União, dos estados, do Distrito Federal e dos municípios, independentes e harmônicos entre si, o Legislativo, o Executivo e o Judiciário.",Errado
128,3206587,www.tecconcursos.com.br/questoes/3206587,"CEBRASPE (CESPE) - TJ TSE/TSE/Administrativa/""Sem Especialidade""/2024",Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No que concerne aos princípios fundamentais da Constituição Federal de 1988 (CF), à aplicabilidade das normas constitucionais e aos direitos e garantias fundamentais, julgue o item subsequente.","A busca da solidariedade, um dos objetivos da República Federativa do Brasil, deve ser considerada na aplicação das normas constitucionais.",Certo
129,2341794,www.tecconcursos.com.br/questoes/2341794,CEBRASPE (CESPE) - Aux Per (POLC AL)/POLC AL/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Com base nas disposições da Constituição Federal de 1988 (CF), julgue o item que se segue, relativo aos princípios fundamentais, ao Poder Legislativo, ao Poder Judiciário e às funções essenciais à justiça.","Entre os objetivos fundamentais da República Federativa do Brasil incluem-se a promoção do bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação; a construção de uma sociedade livre, justa e solidária; e a garantia do desenvolvimento nacional.",Certo
130,2367842,www.tecconcursos.com.br/questoes/2367842,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item.","O Estado democrático de direito, como um dos princípios fundamentais da CF, deve ser compreendido em uma dimensão dinâmica e não estática, no sentido de que o Estado e a sociedade devem sempre agir para aprofundar e ampliar o caráter democrático do país.",Certo
131,2396013,www.tecconcursos.com.br/questoes/2396013,CEBRASPE (CESPE) - AJ 02 (TJ ES)/TJ ES/Apoio Especializado/Administração/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca das disposições constitucionais sobre os princípios fundamentais da Constituição Federal de 1988 (CF), os direitos e as garantias fundamentais e o Poder Judiciário, julgue o próximo item.","A República Federativa do Brasil, formada pela União, pelos estados, pelos municípios e pelo Distrito Federal, constitui-se em Estado Democrático de Direito e tem como objetivos fundamentais os valores sociais do trabalho e a liberdade de expressão.",Errado
132,2520651,www.tecconcursos.com.br/questoes/2520651,CEBRASPE (CESPE) - ATM (Pref Fortaleza)/Pref Fortaleza/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca dos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o próximo item.","Os fundamentos da República Federativa do Brasil incluem a cidadania, a dignidade da pessoa humana e o pluralismo político; no que se refere a este último, no Estado Democrático de Direito, embora apenas a União seja autônoma, todos os entes federados gozam de soberania.",Errado
133,2601528,www.tecconcursos.com.br/questoes/2601528,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir.","O ordenamento jurídico brasileiro deve atuar em harmonia com o princípio da dignidade da pessoa humana, que é um dos fundamentos da República, devendo também a aplicação e a execução das leis ser regidas por esse princípio pragmático.",Certo
134,2601539,www.tecconcursos.com.br/questoes/2601539,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir.","As políticas sociais visam reduzir as desigualdades sociais e alcançar a isonomia entre os componentes da federação e entre as pessoas. Essa isonomia relaciona-se a dois objetivos fundamentais da CF: o de reduzir as desigualdades sociais; e a promoção do bem de todos, sem preconceitos de origem, raça, sexo, cor, idade ou quaisquer outras formas de discriminação.",Certo
135,2601542,www.tecconcursos.com.br/questoes/2601542,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir.","O pluralismo político, um dos fundamentos da República, outorga aos cidadãos liberdade de convicção filosófica e política, protegendo-os contra o autoritarismo de qualquer grupo que tente se valer da posição dominante para reprimir aqueles que dele discordarem.",Certo
136,2609052,www.tecconcursos.com.br/questoes/2609052,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte.","De acordo com a Constituição Federal de 1988, diminuir a pobreza constitui um dos objetivos fundamentais do Brasil.",Errado
137,2609056,www.tecconcursos.com.br/questoes/2609056,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte.","No Brasil, todo poder emana do povo, que poderá exercê-lo diretamente.",Certo
138,2609057,www.tecconcursos.com.br/questoes/2609057,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte.","Nas suas relações internacionais, o Brasil rege-se pelo princípio da soberania.",Errado
139,2613741,www.tecconcursos.com.br/questoes/2613741,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Biologia/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Com relação às diferentes classificações das constituições e aos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item seguinte.","Segundo a CF, o povo deve exercer o poder por meio de representantes eleitos, em vez de diretamente.",Errado
140,2613742,www.tecconcursos.com.br/questoes/2613742,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Biologia/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Com relação às diferentes classificações das constituições e aos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item seguinte.","A República Federativa do Brasil caracteriza-se pela concessão de soberania à União, aos estados, ao Distrito Federal e aos municípios.",Errado
141,2614677,www.tecconcursos.com.br/questoes/2614677,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Em relação à Constituição Federal de 1988 (CF), julgue o item a seguir.","A CF assenta a soberania como um dos fundamentos do Estado brasileiro: no plano internacional, no que diz respeito às relações da República Federativa do Brasil com outros Estados soberanos, a soberania nacional funda-se no princípio da independência nacional.",Certo
142,2614679,www.tecconcursos.com.br/questoes/2614679,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Em relação à Constituição Federal de 1988 (CF), julgue o item a seguir.","O texto constitucional estabelece que todo poder emana do povo, que pode exercê-lo diretamente, nos termos estabelecidos na CF.",Certo
143,2689983,www.tecconcursos.com.br/questoes/2689983,CEBRASPE (CESPE) - AACE (TC DF)/TC DF/2023,Direito Constitucional (CF/1988 e Doutrina),Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"Acerca dos princípios fundamentais estabelecidos na Constituição Federal de 1988 (CF) e da eficácia das normas constitucionais, julgue o item a seguir.",O pluralismo político é um dos princípios que regem as relações internacionais do Brasil.,Errado
144,3249763,www.tecconcursos.com.br/questoes/3249763,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Considerando a teoria geral dos direitos fundamentais, a Declaração Universal dos Direitos Humanos (DUDH) e a Agenda 2030 da ONU, julgue o item a seguir.","São características dos direitos fundamentais a historicidade, a imprescritibilidade e a relatividade.",Certo
145,3252195,www.tecconcursos.com.br/questoes/3252195,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Engenharia Civil/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Com base na teoria geral dos direitos fundamentais, na Declaração Universal dos Direitos Humanos e na Agenda 2030 da Organização das Nações Unidas (ONU), julgue o item a seguir.","Admite-se a negociação de efeitos patrimoniais, de forma temporária, dos direitos fundamentais.",Certo
146,3252197,www.tecconcursos.com.br/questoes/3252197,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Engenharia Civil/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Com base na teoria geral dos direitos fundamentais, na Declaração Universal dos Direitos Humanos e na Agenda 2030 da Organização das Nações Unidas (ONU), julgue o item a seguir.","Entre as características dos direitos fundamentais citam-se o seu caráter absoluto, bem como a expansividade e a universalidade.",Errado
147,3258863,www.tecconcursos.com.br/questoes/3258863,CEBRASPE (CESPE) - TJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Em relação à liberdade de expressão, julgue o item a seguir.",A liberdade de expressão é um direito fundamental absoluto.,Errado
148,3284192,www.tecconcursos.com.br/questoes/3284192,CEBRASPE (CESPE) - PMF (INSS)/INSS/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No que se refere aos direitos e garantias fundamentais, julgue o item a seguir, com base no disposto na Constituição Federal de 1988 (CF) e no entendimento do Supremo Tribunal Federal (STF).","Havendo colisão entre direitos fundamentais individuais e direitos fundamentais coletivos, prevalecem os primeiros, dado o caráter absoluto dos direitos e garantias individuais.",Errado
149,3495079,www.tecconcursos.com.br/questoes/3495079,CEBRASPE (CESPE) - Adm (FUB)/FUB/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Em relação à classificação das constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir.","Em razão de sua natureza personalíssima, o direito fundamental de acesso a informações restringe-se às informações relacionadas ao interesse particular do requerente.",Errado
150,3501280,www.tecconcursos.com.br/questoes/3501280,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Análise Clínica/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No que se refere à classificação das Constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir.","As garantias fundamentais caracterizam-se por sua natureza assecuratória e instrumental, destinando-se a possibilitar os meios adequados à fruição dos direitos fundamentais.",Certo
151,3514032,www.tecconcursos.com.br/questoes/3514032,CEBRASPE (CESPE) - Adv (CAU MG)/CAU MG/2025,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Julgue o item seguinte, com base nos princípios e direitos e garantias fundamentais estabelecidos na Constituição Federal de 1988 (CF).","Em razão do princípio da legalidade, os direitos e garantias fundamentais devem estar expressos no texto constitucional ou em tratado internacional em que a República Federativa do Brasil seja parte.",Errado
152,2841466,www.tecconcursos.com.br/questoes/2841466,CEBRASPE (CESPE) - Ana Min (MPE TO)/MPE TO/Especializado/Administração de Banco de Dados/2024,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No que se refere aos direitos e às garantias fundamentais, julgue o item seguinte.","De acordo com a teoria dos limites, um direito fundamental pode ser restringido desde que preservado o seu núcleo essencial.",Certo
153,2933926,www.tecconcursos.com.br/questoes/2933926,CEBRASPE (CESPE) - Ana Adm (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Em relação aos princípios fundamentais, à aplicabilidade das normas constitucionais e aos direitos e às garantias fundamentais, julgue o item seguinte.","É possível que dois direitos fundamentais incidam, de maneira conflitante, sobre um mesmo fato; nesse caso, deve-se considerar revogado um desses direitos.",Errado
154,2367841,www.tecconcursos.com.br/questoes/2367841,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item.","Conquanto sejam considerados direitos individuais, os direitos políticos não possuem a natureza de direitos fundamentais e, portanto, não se lhes aplicam as proteções do sistema constitucional de direitos fundamentais.",Errado
155,2367844,www.tecconcursos.com.br/questoes/2367844,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item.","Em razão da centralidade dos direitos fundamentais no regime constitucional, eles não são passíveis de restrição por normas infraconstitucionais.",Errado
156,2369212,www.tecconcursos.com.br/questoes/2369212,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Com relação aos direitos humanos e aos direitos fundamentais, julgue o item a seguir.","A CF contém previsão do princípio da não exaustividade dos direitos fundamentais, na medida em que dispõe que os direitos nela estabelecidos não excluem outros decorrentes do regime e dos princípios por ela adotados, tampouco outros previstos em tratados internacionais dos quais o Brasil seja parte.",Certo
157,2601554,www.tecconcursos.com.br/questoes/2601554,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF.","Por força constitucional, os direitos fundamentais gozam de prioridade absoluta sobre qualquer interesse coletivo, visto que o Estado existe para proteger direitos naturais, como a vida, a liberdade e a propriedade.",Errado
158,2601557,www.tecconcursos.com.br/questoes/2601557,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF.","As normas que definem os direitos e as garantias fundamentais possuem caráter preceptivo, e não meramente programático, uma vez que sua aplicabilidade é imediata.",Certo
159,2601559,www.tecconcursos.com.br/questoes/2601559,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF.","A CF reconhece os direitos fundamentais aos brasileiros e aos estrangeiros residentes no país, estando afastados da titularidade desses direitos os estrangeiros não residentes no país, mas que nele se encontrarem.",Errado
160,2609059,www.tecconcursos.com.br/questoes/2609059,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"A respeito dos direitos e das garantias fundamentais e da administração pública, julgue o item que se segue.",Os direitos já garantidos e pertencentes ao patrimônio jurídico de alguém somente podem ser desconstituídos em função da promulgação de novas leis.,Errado
161,2614687,www.tecconcursos.com.br/questoes/2614687,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No que se refere aos direitos e às garantias fundamentais, julgue o item que se segue.","Nem todos os direitos e as garantias fundamentais estão expressos no texto constitucional, havendo a possibilidade de reconhecimento de direito ou garantia decorrente dos princípios constitucionais ou dos tratados internacionais em que a República Federativa do Brasil seja parte.",Certo
162,2637598,www.tecconcursos.com.br/questoes/2637598,CEBRASPE (CESPE) - Ana TI (DATAPREV)/DATAPREV/Advocacia/2023,Direito Constitucional (CF/1988 e Doutrina),Características (Direitos Fundamentais),"No que diz respeito às normas programáticas, aos direitos políticos e ao mandado de segurança, julgue o item a seguir.","Os direitos políticos, que incidem na formação das maiorias parlamentares, mantêm alguma tensão com os direitos fundamentais, porquanto estes limitam o funcionamento parlamentar.",Certo
163,3249762,www.tecconcursos.com.br/questoes/3249762,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"Considerando a teoria geral dos direitos fundamentais, a Declaração Universal dos Direitos Humanos (DUDH) e a Agenda 2030 da ONU, julgue o item a seguir.","As chamadas gerações ou dimensões dos direitos fundamentais sucedem-se, ao longo do tempo, de modo substitutivo.",Errado
164,3255556,www.tecconcursos.com.br/questoes/3255556,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"Julgue o item a seguir, a respeito do direito ao meio ambiente equilibrado e de aspectos a ele relacionados.",O direito ao meio ambiente é um direito fundamental de terceira geração ou dimensão.,Certo
165,3258868,www.tecconcursos.com.br/questoes/3258868,CEBRASPE (CESPE) - TJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"Em relação à liberdade de expressão, julgue o item a seguir.","Conforme a classificação tradicional dos direitos fundamentais em gerações ou dimensões, a liberdade de expressão é um direito de primeira geração ou dimensão.",Certo
166,3501285,www.tecconcursos.com.br/questoes/3501285,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Análise Clínica/2025,Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"No que se refere à classificação das Constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir.","Os direitos fundamentais de segunda geração identificam-se com as liberdades positivas ou concretas, materializando, segundo a doutrina consolidada, os direitos de igualdade.",Certo
167,3041228,www.tecconcursos.com.br/questoes/3041228,CEBRASPE (CESPE) - Proc Mun (PGM Mossoró)/Pref Mossoró/2024,Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"Quanto ao poder constituinte, aos direitos e deveres individuais e coletivos e aos direitos políticos, julgue o item a seguir.","A segunda geração (ou dimensão) dos direitos fundamentais compreende os direitos sociais, cujo desenvolvimento se deveu, entre outras causas, à pressão de movimentos sociais.",Certo
168,3202214,www.tecconcursos.com.br/questoes/3202214,"CEBRASPE (CESPE) - AJ TSE/TSE/Administrativa/""Sem Especialidade""/2024",Direito Constitucional (CF/1988 e Doutrina),Gerações de Direitos Fundamentais,"A respeito dos direitos e garantias fundamentais, julgue o item a seguir.",A característica de historicidade dos direitos fundamentais está relacionada à concepção de gerações ou dimensões desses direitos.,Certo
169,3249793,www.tecconcursos.com.br/questoes/3249793,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"Com relação aos princípios fundamentais e aos direitos e garantias fundamentais previstos na Constituição Federal de 1988 (CF), bem como à aplicabilidade das normas constitucionais, julgue o item a seguir.","A CF garante a livre manifestação do pensamento, vedado o anonimato.",Certo
170,3255599,www.tecconcursos.com.br/questoes/3255599,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"A respeito do direito à liberdade religiosa, julgue o item a seguir, considerando, no que couber, o entendimento jurisprudencial dos tribunais superiores.","O Estado está obrigado a respeitar a liberdade religiosa, mas o mesmo não se aplica aos particulares.",Errado
171,3255600,www.tecconcursos.com.br/questoes/3255600,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"A respeito do direito à liberdade religiosa, julgue o item a seguir, considerando, no que couber, o entendimento jurisprudencial dos tribunais superiores.","O direito à liberdade religiosa é um direito humano, mas ainda não é considerado um direito fundamental.",Errado
172,3312853,www.tecconcursos.com.br/questoes/3312853,CEBRASPE (CESPE) - AA (ANM)/ANM/Administração/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"A respeito dos direitos e das garantias fundamentais e da administração pública, julgue o item a seguir.","O direito de liberdade de informação não é absoluto e deve ser compatibilizado com o direito ao esquecimento, o qual é entendido como o poder de obstar, em razão da passagem do tempo, a divulgação de fatos ou dados verídicos e licitamente obtidos e publicados em meios de comunicação social analógicos ou digitais.",Errado
173,3341592,www.tecconcursos.com.br/questoes/3341592,CEBRASPE (CESPE) - AJ TRT10/TRT 10/Administrativa/Contabilidade/2025,Direito Constitucional (CF/1988 e Doutrina),Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"Considerando as disposições da Constituição Federal de 1988 (CF) e a doutrina e jurisprudência correlatas, julgue o item a seguir.",As normas constitucionais definidoras dos direitos e deveres individuais e coletivos têm aplicação imediata.,Certo
