numero_questao,link,banca_orgao,assunto,enunciado,alternativas,gabarito
111,www.tecconcursos.com.br/questoes/3271515,CEBRASPE (CESPE) - Proc Mun (Aracaju)/Pref Aracaju/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"111) Acerca da Constituição, do poder constituinte, dos princípios fundamentais e dos direitos e garantias fundamentais, julgue o item a seguir com base na legislação vigente, na jurisprudência do STF e na doutrina majoritária. São princípios fundamentais expressamente previstos na Constituição Federal de 1988 a dignidade da pessoa humana, a cooperação entre os povos para o progresso da humanidade e a construção de uma sociedade livre, justa e solidária. Certo Errado",Certo;Errado,Certo
112,www.tecconcursos.com.br/questoes/3341598,CEBRASPE (CESPE) - AJ TRT10/TRT 10/Administrativa/Contabilidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"112) Considerando as disposições da Constituição Federal de 1988 (CF) e a doutrina e jurisprudência correlatas, julgue o item a seguir. O princípio da separação dos Poderes, previsto na CF, deve ser interpretado de maneira rígida, obstando-se, sempre que possível, a colaboração entre os Poderes. Certo Errado",Certo;Errado,Errado
113,www.tecconcursos.com.br/questoes/3361405,"CEBRASPE (CESPE) - AAmb (IBAMA)/IBAMA/Proteção, Conservação, Licenciamento, Monitoramento e Qualidade Ambiental/2025",Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"113) Em relação aos princípios, direitos e garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item seguir. A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos de toda a América (do Sul, Central e do Norte), visando à formação de uma comunidade pan-americana de nações Certo Errado",Certo;Errado,Errado
114,www.tecconcursos.com.br/questoes/3499532,CEBRASPE (CESPE) - Assist (FUB)/FUB/Administração/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"114) Acerca da classificação da Constituição e dos princípios fundamentais, julgue o item a seguir. A República Federativa do Brasil é formada pela união dos estados e municípios e do Distrito Federal, devendo a secessão de qualquer deles submeter-se a plebiscito. Certo Errado",Certo;Errado,Errado
115,www.tecconcursos.com.br/questoes/3529687,CEBRASPE (CESPE) - Diplomata/IRBr/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),115) A Constituição Federal de 1988 prevê como princípio que rege República Federativa do Brasil em suas relações internacionais o repúdio ao terrorismo e ao racismo. Certo Errado,Certo;Errado,Certo
116,www.tecconcursos.com.br/questoes/3529688,CEBRASPE (CESPE) - Diplomata/IRBr/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),116) A Constituição Federal de 1988 prevê como princípio que rege República Federativa do Brasil em suas relações internacionais. a não concessão de extradição a estrangeiro por crime político ou de opinião. Certo Errado,Certo;Errado,Errado
117,www.tecconcursos.com.br/questoes/3545739,CEBRASPE (CESPE) - DPF/PF/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"117) Acerca de asilo político, extradição e expulsão, julgue o item a seguir. A concessão de asilo político constitui princípio que rege as relações internacionais da República Federativa do Brasil. Certo Errado",Certo;Errado,Certo
118,www.tecconcursos.com.br/questoes/3545740,CEBRASPE (CESPE) - DPF/PF/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"118) Acerca de asilo político, extradição e expulsão, julgue o item a seguir. Como princípio constitucional que rege as relações internacionais brasileiras, não será concedida a extradição de estrangeiros por crime político ou de opinião. Certo Errado",Certo;Errado,Errado
119,www.tecconcursos.com.br/questoes/3599489,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"119) Julgue o item seguinte, acerca dos princípios fundamentais e das previsões da Constituição Federal de 1988 (CF). A dignidade da pessoa humana, embora seja um fundamento do Estado democrático de direito brasileiro, não integra o rol das cláusulas pétreas, razão por que pode ser objeto de supressão textual mediante emenda constitucional, desde que respeitado o procedimento qualificado. Certo Errado",Certo;Errado,Errado
120,www.tecconcursos.com.br/questoes/3599493,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"120) Julgue o item seguinte, acerca dos princípios fundamentais e das previsões da Constituição Federal de 1988 (CF). O princípio republicano, embora tradicionalmente caracterizado pela eletividade, temporariedade dos mandatos e responsabilidade dos governantes, opera como estrutura político-organizatória que garante as liberdades fundamentais e assegura o controle do poder, realizando o equilíbrio entre liberdade e ordem na concretização do bem comum através do governo para o povo, diferentemente do paradigma democrático do governo pelo povo. Certo Errado",Certo;Errado,Certo
121,www.tecconcursos.com.br/questoes/3599507,CEBRASPE (CESPE) - AJ (TJ PA)/TJ PA/Direito/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"121) Julgue o item subsequente, no que diz respeito à organização do Estado e ao poder constituinte. O caráter indissolúvel da Federação brasileira, consagrado no artigo 1.º da CF e reforçado pela condição de cláusula pétrea do princípio federativo, impede não apenas a secessão unilateral de qualquer ente federado, mas também a própria transformação consensual do Estado federal em confederação, ainda que tal modificação conte com a aprovação unânime de todos os entes federativos e seja implementada por meio do procedimento de revisão constitucional. Certo Errado",Certo;Errado,Certo
122,www.tecconcursos.com.br/questoes/3606601,CEBRASPE (CESPE) - OFA (TJ PA)/TJ PA/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"122) Acerca dos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item seguinte. A cidadania, na condição de princípio fundamental, não se caracteriza meramente pelo status jurídico de um indivíduo de ser cidadão e fruir direitos políticos, pois o Estado democrático pressupõe uma concepção de cidadania ativa e responsável, em sintonia com a dignidade da pessoa humana. Certo Errado",Certo;Errado,Certo
123,www.tecconcursos.com.br/questoes/2890591,CEBRASPE (CESPE) - Ana MP (MPE GO)/MPE GO/Analista Ambiental/Engenharia Agronômica/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"123) A respeito dos princípios fundamentais previstos na Constituição Federal de 1988 (CF) e da organização político-administrativa do Estado brasileiro, julgue o item a seguir. A República Federativa do Brasil tem como um de seus fundamentos o pluralismo político e rege-se, nas suas relações internacionais, pelos princípios da independência nacional e da igualdade entre os Estados. Certo Errado",Certo;Errado,Certo
124,www.tecconcursos.com.br/questoes/2933928,CEBRASPE (CESPE) - Ana Adm (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"124) Em relação aos princípios fundamentais, à aplicabilidade das normas constitucionais e aos direitos e às garantias fundamentais, julgue o item seguinte. A Constituição Federal de 1988 define o Brasil como Estado democrático de direito, por conseguinte a vontade dos administradores públicos é circunscrita aos ditames da lei. Certo Errado",Certo;Errado,Certo
125,www.tecconcursos.com.br/questoes/2935110,CEBRASPE (CESPE) - Proc Leg (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"125) Com base no texto constitucional e na jurisprudência do Supremo Tribunal Federal (STF), julgue o item subsequente, relativo ao meio ambiente. Segundo o STF, a livre iniciativa é um meio para atingir os objetivos fundamentais da República, inclusive a tutela e preservação do meio ambiente para as presentes e futuras gerações. Certo Errado",Certo;Errado,Certo
126,www.tecconcursos.com.br/questoes/2980599,CEBRASPE (CESPE) - Cuid (Pref Cach Itapemirim)/Pref Cach Itapemirim/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"126) No que se refere às classificações das constituições, aos princípios fundamentais e à administração pública, julgue o item a seguir. Nesse sentido, considere que a sigla CF, sempre que empregada, se refere à Constituição Federal de 1988. A erradicação da pobreza e da marginalização e a redução das desigualdades sociais e regionais constituem objetivos fundamentais da República Federativa do Brasil. Certo Errado",Certo;Errado,Certo
127,www.tecconcursos.com.br/questoes/3075535,CEBRASPE (CESPE) - Ana Adm (TCE AC)/TCE AC/Direito/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"127) No tocante aos princípios fundamentais da Constituição Federal de 1988, julgue o item a seguir. São Poderes da União, dos estados, do Distrito Federal e dos municípios, independentes e harmônicos entre si, o Legislativo, o Executivo e o Judiciário. Certo Errado",Certo;Errado,Errado
128,www.tecconcursos.com.br/questoes/3206587,"CEBRASPE (CESPE) - TJ TSE/TSE/Administrativa/""Sem Especialidade""/2024",Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"128) No que concerne aos princípios fundamentais da Constituição Federal de 1988 (CF), à aplicabilidade das normas constitucionais e aos direitos e garantias fundamentais, julgue o item subsequente. A busca da solidariedade, um dos objetivos da República Federativa do Brasil, deve ser considerada na aplicação das normas constitucionais. Certo Errado",Certo;Errado,Certo
129,www.tecconcursos.com.br/questoes/2341794,CEBRASPE (CESPE) - Aux Per (POLC AL)/POLC AL/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"129) Com base nas disposições da Constituição Federal de 1988 (CF), julgue o item que se segue, relativo aos princípios fundamentais, ao Poder Legislativo, ao Poder Judiciário e às funções essenciais à justiça. Entre os objetivos fundamentais da República Federativa do Brasil incluem-se a promoção do bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação; a construção de uma sociedade livre, justa e solidária; e a garantia do desenvolvimento nacional. Certo Errado",Certo;Errado,Certo
130,www.tecconcursos.com.br/questoes/2367842,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"130) No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item. O Estado democrático de direito, como um dos princípios fundamentais da CF, deve ser compreendido em uma dimensão dinâmica e não estática, no sentido de que o Estado e a sociedade devem sempre agir para aprofundar e ampliar o caráter democrático do país. Certo Errado",Certo;Errado,Certo
131,www.tecconcursos.com.br/questoes/2396013,CEBRASPE (CESPE) - AJ 02 (TJ ES)/TJ ES/Apoio Especializado/Administração/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"131) Acerca das disposições constitucionais sobre os princípios fundamentais da Constituição Federal de 1988 (CF), os direitos e as garantias fundamentais e o Poder Judiciário, julgue o próximo item. A República Federativa do Brasil, formada pela União, pelos estados, pelos municípios e pelo Distrito Federal, constitui-se em Estado Democrático de Direito e tem como objetivos fundamentais os valores sociais do trabalho e a liberdade de expressão. Certo Errado",Certo;Errado,Errado
132,www.tecconcursos.com.br/questoes/2520651,CEBRASPE (CESPE) - ATM (Pref Fortaleza)/Pref Fortaleza/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"132) Acerca dos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o próximo item. Os fundamentos da República Federativa do Brasil incluem a cidadania, a dignidade da pessoa humana e o pluralismo político; no que se refere a este último, no Estado Democrático de Direito, embora apenas a União seja autônoma, todos os entes federados gozam de soberania. Certo Errado",Certo;Errado,Errado
133,www.tecconcursos.com.br/questoes/2601528,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"133) No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir. O ordenamento jurídico brasileiro deve atuar em harmonia com o princípio da dignidade da pessoa humana, que é um dos fundamentos da República, devendo também a aplicação e a execução das leis ser regidas por esse princípio pragmático. Certo Errado",Certo;Errado,Certo
134,www.tecconcursos.com.br/questoes/2601539,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"134) No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir. As políticas sociais visam reduzir as desigualdades sociais e alcançar a isonomia entre os componentes da federação e entre as pessoas. Essa isonomia relaciona-se a dois objetivos fundamentais da CF: o de reduzir as desigualdades sociais; e a promoção do bem de todos, sem preconceitos de origem, raça, sexo, cor, idade ou quaisquer outras formas de discriminação. Certo Errado",Certo;Errado,Certo
135,www.tecconcursos.com.br/questoes/2601542,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"135) No que diz respeito à classificação e aos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item a seguir. O pluralismo político, um dos fundamentos da República, outorga aos cidadãos liberdade de convicção filosófica e política, protegendo-os contra o autoritarismo de qualquer grupo que tente se valer da posição dominante para reprimir aqueles que dele discordarem. Certo Errado",Certo;Errado,Certo
136,www.tecconcursos.com.br/questoes/2609052,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"136) A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte. De acordo com a Constituição Federal de 1988, diminuir a pobreza constitui um dos objetivos fundamentais do Brasil. Certo Errado",Certo;Errado,Errado
137,www.tecconcursos.com.br/questoes/2609056,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"137) A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte. No Brasil, todo poder emana do povo, que poderá exercê-lo diretamente. Certo Errado",Certo;Errado,Certo
138,www.tecconcursos.com.br/questoes/2609057,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"138) A respeito do conceito, das classificações e dos princípios fundamentais de Constituição, julgue o item seguinte. Nas suas relações internacionais, o Brasil rege-se pelo princípio da soberania. Certo Errado",Certo;Errado,Errado
139,www.tecconcursos.com.br/questoes/2613741,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Biologia/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"139) Com relação às diferentes classificações das constituições e aos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item seguinte. Segundo a CF, o povo deve exercer o poder por meio de representantes eleitos, em vez de diretamente. Certo Errado",Certo;Errado,Errado
140,www.tecconcursos.com.br/questoes/2613742,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Biologia/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"140) Com relação às diferentes classificações das constituições e aos princípios fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item seguinte. A República Federativa do Brasil caracteriza-se pela concessão de soberania à União, aos estados, ao Distrito Federal e aos municípios. Certo Errado",Certo;Errado,Errado
141,www.tecconcursos.com.br/questoes/2614677,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"141) Em relação à Constituição Federal de 1988 (CF), julgue o item a seguir. A CF assenta a soberania como um dos fundamentos do Estado brasileiro: no plano internacional, no que diz respeito às relações da República Federativa do Brasil com outros Estados soberanos, a soberania nacional funda-se no princípio da independência nacional. Certo Errado",Certo;Errado,Certo
142,www.tecconcursos.com.br/questoes/2614679,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"142) Em relação à Constituição Federal de 1988 (CF), julgue o item a seguir. O texto constitucional estabelece que todo poder emana do povo, que pode exercê-lo diretamente, nos termos estabelecidos na CF. Certo Errado",Certo;Errado,Certo
143,www.tecconcursos.com.br/questoes/2689983,CEBRASPE (CESPE) - AACE (TC DF)/TC DF/2023,Direito Constitucional (CF/1988 e Doutrina) - Dos Princípios Fundamentais da Constituição (arts. 1º a 4º da CF/1988),"143) Acerca dos princípios fundamentais estabelecidos na Constituição Federal de 1988 (CF) e da eficácia das normas constitucionais, julgue o item a seguir. O pluralismo político é um dos princípios que regem as relações internacionais do Brasil. Certo Errado",Certo;Errado,Errado
144,www.tecconcursos.com.br/questoes/3249763,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"144) Considerando a teoria geral dos direitos fundamentais, a Declaração Universal dos Direitos Humanos (DUDH) e a Agenda 2030 da ONU, julgue o item a seguir. São características dos direitos fundamentais a historicidade, a imprescritibilidade e a relatividade. Certo Errado",Certo;Errado,Certo
145,www.tecconcursos.com.br/questoes/3252195,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Engenharia Civil/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"145) Com base na teoria geral dos direitos fundamentais, na Declaração Universal dos Direitos Humanos e na Agenda 2030 da Organização das Nações Unidas (ONU), julgue o item a seguir. Admite-se a negociação de efeitos patrimoniais, de forma temporária, dos direitos fundamentais. Certo Errado",Certo;Errado,Certo
146,www.tecconcursos.com.br/questoes/3252197,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Engenharia Civil/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"146) Com base na teoria geral dos direitos fundamentais, na Declaração Universal dos Direitos Humanos e na Agenda 2030 da Organização das Nações Unidas (ONU), julgue o item a seguir. Entre as características dos direitos fundamentais citam-se o seu caráter absoluto, bem como a expansividade e a universalidade. Certo Errado",Certo;Errado,Errado
147,www.tecconcursos.com.br/questoes/3258863,CEBRASPE (CESPE) - TJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"147) Em relação à liberdade de expressão, julgue o item a seguir. A liberdade de expressão é um direito fundamental absoluto. Certo Errado",Certo;Errado,Errado
148,www.tecconcursos.com.br/questoes/3284192,CEBRASPE (CESPE) - PMF (INSS)/INSS/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"148) No que se refere aos direitos e garantias fundamentais, julgue o item a seguir, com base no disposto na Constituição Federal de 1988 (CF) e no entendimento do Supremo Tribunal Federal (STF). Havendo colisão entre direitos fundamentais individuais e direitos fundamentais coletivos, prevalecem os primeiros, dado o caráter absoluto dos direitos e garantias individuais. Certo Errado",Certo;Errado,Errado
149,www.tecconcursos.com.br/questoes/3495079,CEBRASPE (CESPE) - Adm (FUB)/FUB/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"149) Em relação à classificação das constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. Em razão de sua natureza personalíssima, o direito fundamental de acesso a informações restringe-se às informações relacionadas ao interesse particular do requerente. Certo Errado",Certo;Errado,Errado
150,www.tecconcursos.com.br/questoes/3501280,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Análise Clínica/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"150) No que se refere à classificação das Constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. As garantias fundamentais caracterizam-se por sua natureza assecuratória e instrumental, destinando-se a possibilitar os meios adequados à fruição dos direitos fundamentais. Certo Errado",Certo;Errado,Certo
151,www.tecconcursos.com.br/questoes/3514032,CEBRASPE (CESPE) - Adv (CAU MG)/CAU MG/2025,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"151) Julgue o item seguinte, com base nos princípios e direitos e garantias fundamentais estabelecidos na Constituição Federal de 1988 (CF). Em razão do princípio da legalidade, os direitos e garantias fundamentais devem estar expressos no texto constitucional ou em tratado internacional em que a República Federativa do Brasil seja parte. Certo Errado",Certo;Errado,Errado
152,www.tecconcursos.com.br/questoes/2841466,CEBRASPE (CESPE) - Ana Min (MPE TO)/MPE TO/Especializado/Administração de Banco de Dados/2024,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"152) No que se refere aos direitos e às garantias fundamentais, julgue o item seguinte. De acordo com a teoria dos limites, um direito fundamental pode ser restringido desde que preservado o seu núcleo essencial. Certo Errado",Certo;Errado,Certo
153,www.tecconcursos.com.br/questoes/2933926,CEBRASPE (CESPE) - Ana Adm (CM Maceió)/CM Maceió/2024,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"153) Em relação aos princípios fundamentais, à aplicabilidade das normas constitucionais e aos direitos e às garantias fundamentais, julgue o item seguinte. É possível que dois direitos fundamentais incidam, de maneira conflitante, sobre um mesmo fato; nesse caso, deve-se considerar revogado um desses direitos. Certo Errado",Certo;Errado,Errado
154,www.tecconcursos.com.br/questoes/2367841,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"154) No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item. Conquanto sejam considerados direitos individuais, os direitos políticos não possuem a natureza de direitos fundamentais e, portanto, não se lhes aplicam as proteções do sistema constitucional de direitos fundamentais. Certo Errado",Certo;Errado,Errado
155,www.tecconcursos.com.br/questoes/2367844,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"155) No tocante aos princípios fundamentais da CF, às restrições aos direitos fundamentais, aos direitos individuais e aos direitos políticos, julgue o seguinte item. Em razão da centralidade dos direitos fundamentais no regime constitucional, eles não são passíveis de restrição por normas infraconstitucionais. Certo Errado",Certo;Errado,Errado
156,www.tecconcursos.com.br/questoes/2369212,CEBRASPE (CESPE) - Prom Jus (MPE SC)/MPE SC/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"156) Com relação aos direitos humanos e aos direitos fundamentais, julgue o item a seguir. A CF contém previsão do princípio da não exaustividade dos direitos fundamentais, na medida em que dispõe que os direitos nela estabelecidos não excluem outros decorrentes do regime e dos princípios por ela adotados, tampouco outros previstos em tratados internacionais dos quais o Brasil seja parte. Certo Errado",Certo;Errado,Certo
157,www.tecconcursos.com.br/questoes/2601554,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"157) Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF. Por força constitucional, os direitos fundamentais gozam de prioridade absoluta sobre qualquer interesse coletivo, visto que o Estado existe para proteger direitos naturais, como a vida, a liberdade e a propriedade. Certo Errado",Certo;Errado,Errado
158,www.tecconcursos.com.br/questoes/2601557,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"158) Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF. As normas que definem os direitos e as garantias fundamentais possuem caráter preceptivo, e não meramente programático, uma vez que sua aplicabilidade é imediata. Certo Errado",Certo;Errado,Certo
159,www.tecconcursos.com.br/questoes/2601559,CEBRASPE (CESPE) - Ana TI (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"159) Julgue o item seguinte, no que se refere aos direitos e garantias fundamentais assegurados na CF. A CF reconhece os direitos fundamentais aos brasileiros e aos estrangeiros residentes no país, estando afastados da titularidade desses direitos os estrangeiros não residentes no país, mas que nele se encontrarem. Certo Errado",Certo;Errado,Errado
160,www.tecconcursos.com.br/questoes/2609059,CEBRASPE (CESPE) - Mus (FUB)/FUB/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"160) A respeito dos direitos e das garantias fundamentais e da administração pública, julgue o item que se segue. Os direitos já garantidos e pertencentes ao patrimônio jurídico de alguém somente podem ser desconstituídos em função da promulgação de novas leis. Certo Errado",Certo;Errado,Errado
161,www.tecconcursos.com.br/questoes/2614687,CEBRASPE (CESPE) - TAE (MEC)/MEC/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"161) No que se refere aos direitos e às garantias fundamentais, julgue o item que se segue. Nem todos os direitos e as garantias fundamentais estão expressos no texto constitucional, havendo a possibilidade de reconhecimento de direito ou garantia decorrente dos princípios constitucionais ou dos tratados internacionais em que a República Federativa do Brasil seja parte. Certo Errado",Certo;Errado,Certo
162,www.tecconcursos.com.br/questoes/2637598,CEBRASPE (CESPE) - Ana TI (DATAPREV)/DATAPREV/Advocacia/2023,Direito Constitucional (CF/1988 e Doutrina) - Características (Direitos Fundamentais),"162) No que diz respeito às normas programáticas, aos direitos políticos e ao mandado de segurança, julgue o item a seguir. Os direitos políticos, que incidem na formação das maiorias parlamentares, mantêm alguma tensão com os direitos fundamentais, porquanto estes limitam o funcionamento parlamentar. Certo Errado",Certo;Errado,Certo
163,www.tecconcursos.com.br/questoes/3249762,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"163) Considerando a teoria geral dos direitos fundamentais, a Declaração Universal dos Direitos Humanos (DUDH) e a Agenda 2030 da ONU, julgue o item a seguir. As chamadas gerações ou dimensões dos direitos fundamentais sucedem-se, ao longo do tempo, de modo substitutivo. Certo Errado",Certo;Errado,Errado
164,www.tecconcursos.com.br/questoes/3255556,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"164) Julgue o item a seguir, a respeito do direito ao meio ambiente equilibrado e de aspectos a ele relacionados. O direito ao meio ambiente é um direito fundamental de terceira geração ou dimensão. Certo Errado",Certo;Errado,Certo
165,www.tecconcursos.com.br/questoes/3258868,CEBRASPE (CESPE) - TJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"165) Em relação à liberdade de expressão, julgue o item a seguir. Conforme a classificação tradicional dos direitos fundamentais em gerações ou dimensões, a liberdade de expressão é um direito de primeira geração ou dimensão. Certo Errado",Certo;Errado,Certo
